,订单号,设备ID,应付金额,实际金额,商品,支付时间,地点,状态,提现
14210,DD2017081674935671157284559,E43A6E078A04134,4.5,4.5,50g上好佳田园薯片番茄味,2017/6/8 17:15,B,已出货未退款,已提现
14227,DD20170327123528213DA2C94DD63,E43A6E078A04134,4.0,4.0,脉动,2017/6/8 18:17,B,已出货未退款,已提现
14232,DD201708167493811245848848614,E43A6E078A04134,2.8,2.8,250ml维他原味豆奶,2017/6/8 18:33,B,已出货未退款,已提现
14233,DD20170804203641206B6D4B9264C,E43A6E078A04134,3.0,3.0,怡宝纯净水,2017/6/8 18:33,B,已出货未退款,已提现
14236,DD201708167493240843527814464,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017/6/8 18:36,B,已出货未退款,已提现
14252,DD2017051922051388CB553D24B9A,E43A6E078A04134,3.5,3.5,阿萨姆奶茶,2017/6/8 19:27,B,已出货未退款,已提现
14265,DD201708167493241209263362334,E43A6E078A04134,4.5,4.5,78g卫龙亲嘴语辣条,2017/6/8 20:08,B,已出货未退款,已提现
14266,DD2017032717201194206096EC182,E43A6E078A04134,6.0,6.0,红牛,2017/6/8 20:09,B,已出货未退款,已提现
14268,DD201708167493241212559556135,E43A6E078A04134,6.0,6.0,86g合味道海鲜风味,2017/6/8 20:10,B,已出货未退款,已提现
14274,DD2017032717232221375FDAEB4D2,E43A6E078A04134,2.5,2.5,芬达330ml,2017/6/8 20:41,B,已出货未退款,已提现
14279,DD2017032717592795B0E23CB1E15,E43A6E078A04134,2.0,2.0,伊利优酸乳,2017/6/8 20:48,B,已出货未退款,已提现
14283,DD2017032719101765DE626B16954,E43A6E078A04134,4.0,4.0,王老吉（500ml）,2017/6/8 20:56,B,已出货未退款,已提现
14287,DD201708167493598418721630891,E43A6E078A04134,4.5,4.5,78g卫龙亲嘴语辣条,2017/6/8 21:15,B,已出货未退款,已提现
14290,DD201708167493241763669128985,E43A6E078A04134,2.5,2.5,250ml维他原味豆奶,2017/6/8 21:34,B,已出货未退款,已提现
14296,DD201708167493242180785921967,E43A6E078A04134,3.5,3.5,600ml可口可乐,2017/6/8 22:52,B,已出货未退款,已提现
14297,DD2017072420315127345E526F569,E43A6E078A04134,3.0,3.0,统一冰红茶,2017/6/8 22:59,B,已出货未退款,已提现
14299,DD201708167493242233076714625,E43A6E078A04134,2.5,2.5,250ml维他柠檬茶,2017/6/8 23:00,B,已出货未退款,已提现
14304,DD2017072420322723F38E0CE8AC2,E43A6E078A04134,3.0,3.0,卫龙大面筋,2017/6/8 23:12,B,已出货未退款,已提现
14305,DD201708167493392699836519749,E43A6E078A04134,4.5,4.5,燕塘甜牛奶,2017/6/8 23:12,B,已出货未退款,已提现
14323,DD201708167493243273711860666,E43A6E078A04134,0.8,0.8,20g咪咪虾条马来西亚风味,2017/6/9 3:38,B,已出货未退款,已提现
14326,DD201708167493243457860347052,E43A6E078A04134,4.0,4.0,20g咪咪虾条马来西亚风味,2017/6/9 4:25,B,已出货未退款,已提现
14328,DD20170724203310275A5D65D9CBF,E43A6E078A04134,3.0,3.0,卫龙大面筋,2017/6/9 4:46,B,已出货未退款,已提现
14338,DD201708167493775898569434128,E43A6E078A04134,3.0,3.0,40g双汇玉米热狗肠,2017/6/9 7:41,B,已出货未退款,已提现
14339,DD2017072420340650A79354D7EE0,E43A6E078A04134,3.0,3.0,统一冰红茶,2017/6/9 7:41,B,已出货未退款,已提现
14342,DD20170816749324390967834513,E43A6E078A04134,4.5,4.5,50g上好佳田园薯片番茄味,2017/6/9 7:43,B,已出货未退款,已提现
14349,DD201708167493244250513276363,E43A6E078A04134,6.5,6.5,250ml红牛,2017/6/9 8:35,B,已出货未退款,已提现
14350,DD201708167493244350897147796,E43A6E078A04134,5.5,5.5,205g伊利安慕希原味,2017/6/9 8:38,B,已出货未退款,已提现
14351,DD201705250511414570C3AF31083,E43A6E078A04134,3.0,3.0,卫龙大面筋,2017/6/9 8:51,B,已出货未退款,已提现
14356,DD201707242039218753283E869FD,E43A6E078A04134,3.0,3.0,卫龙大面筋,2017/6/9 9:19,B,已出货未退款,已提现
14360,DD201708167493244539660802047,E43A6E078A04134,3.0,3.0,250ml维他奶黑豆奶饮品,2017/6/9 10:03,B,已出货未退款,已提现
14364,DD201708167493244593449404062,E43A6E078A04134,6.0,6.0,86g合味道海鲜风味,2017/6/9 10:11,B,已出货未退款,已提现
14367,DD20170816749324500129078092,E43A6E078A04134,4.5,4.5,250ml燕塘甜牛奶,2017/6/9 10:38,B,已出货未退款,已提现
14368,DD201708167493245018770906396,E43A6E078A04134,7.5,7.5,30g无穷农场盐_鸡蛋,2017/6/9 10:48,B,已出货未退款,已提现
14370,DD201708167493245146907585288,E43A6E078A04134,4.5,4.5,55g奥利奥原味夹心饼干,2017/6/9 10:58,B,已出货未退款,已提现
14381,DD201708167493245637383536629,E43A6E078A04134,1.8,1.8,32g卫龙亲嘴烧,2017/6/9 12:23,B,已出货未退款,已提现
14384,DD20170724204611583C136EBCA71,E43A6E078A04134,3.0,3.0,可口可乐330ml,2017/6/9 12:29,B,已出货未退款,已提现
14398,DD201705192200044555CAEAD2298,E43A6E078A04134,3.0,3.0,可口可乐最新款,2017/6/9 13:38,B,已出货未退款,已提现
14401,DD201703291445398325C23A87C1E,E43A6E078A04134,2.5,2.5,伊利优酸乳,2017/6/9 14:06,B,已出货未退款,已提现
14403,DD201708167493246235190355441,E43A6E078A04134,1.8,1.8,32g卫龙亲嘴烧,2017/6/9 14:07,B,已出货未退款,已提现
14408,DD20170329155343472EFBFA2DD50,E43A6E078A04134,4.5,4.5,好吃点,2017/6/9 14:15,B,已出货未退款,已提现
14411,DD201707242048511367BC32F189D,E43A6E078A04134,3.0,3.0,芬达330ml,2017/6/9 14:16,B,已出货未退款,已提现
14418,DD201708167493566714101305186,E43A6E078A04134,6.0,6.0,330ml伊利畅意乳酸菌原味,2017/6/9 14:37,B,已出货未退款,已提现
14419,DD201708167493648911428238246,E43A6E078A04134,5.5,5.5,70g乐事薯片（原味）,2017/6/9 14:38,B,已出货未退款,已提现
14425,DD201708042011491281B1F29D6E3,E43A6E078A04134,5.0,5.0,脉动,2017/6/9 15:05,B,已出货未退款,已提现
14440,DD201708167493246760703147317,E43A6E078A04134,4.5,4.5,250ml燕塘甜牛奶,2017/6/9 15:46,B,已出货未退款,已提现
14441,DD201708167493598307474190571,E43A6E078A04134,4.0,4.0,145ml旺仔牛奶盒装,2017/6/9 15:54,B,已出货未退款,已提现
14444,DD201708167493648626786084922,E43A6E078A04134,12.0,12.0,330ml伊利畅意乳酸菌原味,2017/6/9 15:59,B,已出货未退款,已提现
14449,DD20170519214836930B5A6A8ED76,E43A6E078A04134,4.0,4.0,阿萨姆奶茶,2017/6/9 16:09,B,已出货未退款,已提现
14450,DD201705221301232493C95E3F28A,E43A6E078A04134,3.0,3.0,维他奶,2017/6/9 16:10,B,已出货未退款,已提现
14456,DD201708167493566535634352498,E43A6E078A04134,4.0,4.0,150g健能酸奶原味,2017/6/9 16:19,B,已出货未退款,已提现
14459,DD20170816749359820758330711,E43A6E078A04134,2.0,2.0,30g无穷农场盐_鸡蛋,2017/6/9 16:22,B,已出货未退款,已提现
14468,DD201708167493566228092391762,E43A6E078A04134,3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/6/9 17:31,B,已出货未退款,已提现
14484,DD201708167493247037551582651,E43A6E078A04134,4.5,4.5,78g卫龙亲嘴语辣条,2017/6/9 17:49,B,已出货未退款,已提现
14488,DD201708167493648593624414617,E43A6E078A04134,1.8,1.8,32g卫龙亲嘴烧,2017/6/9 17:52,B,已出货未退款,已提现
14489,DD20170816749324733825773412,E43A6E078A04134,2.5,2.5,85g新麦潮北海道吐司,2017/6/9 17:58,B,已出货未退款,已提现
14491,DD201708167493247463683923063,E43A6E078A04134,1.5,1.5,2g韩国海牌海苔,2017/6/9 18:24,B,已出货未退款,已提现
14498,DD201705221234472214363876B55,E43A6E078A04134,4.5,4.5,脉动,2017/6/9 19:03,B,已出货未退款,已提现
14500,DD20170816749324775596863347,E43A6E078A04134,4.5,4.5,80g香飘飘椰果奶茶原味,2017/6/9 19:07,B,已出货未退款,已提现
14515,DD20170816749324838516574748,E43A6E078A04134,4.5,4.5,78g卫龙亲嘴语辣条,2017/6/9 20:20,B,已出货未退款,已提现
14519,DD201708167493541737852242336,E43A6E078A04134,4.0,4.0,150g健能酸奶原味,2017/6/9 20:36,B,已出货未退款,已提现
14521,DD201708167493248498137018723,E43A6E078A04134,59.4,59.4,180g统一满汉全席台式半筋半肉牛肉面,2017/6/9 20:42,B,已出货未退款,已提现
14523,DD201708167493598004512038951,E43A6E078A04134,4.0,4.0,85g新麦潮北海道吐司,2017/6/9 20:48,B,已出货未退款,已提现
14530,DD201708167493248771081898594,E43A6E078A04134,3.5,3.5,250ml燕塘甜牛奶,2017/6/9 21:10,B,已出货未退款,已提现
14539,DD2017080912190644D5BE2540A4D,E43A6E078A04134,1.0,1.0,小鱼仔,2017/6/9 21:42,B,已出货未退款,已提现
14544,DD201708167493249117798770389,E43A6E078A04134,4.0,4.0,50g上好佳田园薯片番茄味,2017/6/9 21:49,B,已出货未退款,已提现
14548,DD201708167493249152083664158,E43A6E078A04134,6.5,6.5,91g徐福记凤梨酥,2017/6/9 21:55,B,已出货未退款,已提现
14551,DD2017051716163764A425850C34A,E43A6E078A04134,3.0,3.0,维他柠檬茶,2017/6/9 22:07,B,已出货未退款,已提现
14570,DD201708167493249523654653295,E43A6E078A04134,0.0,0.0,55g奥利奥原味芝士饼干,2017/6/9 23:20,B,已出货未退款,已提现
14581,DD201708167493250182749728633,E43A6E078A04134,5.0,5.0,48g好丽友薯愿香烤原味,2017/6/10 1:14,B,已出货未退款,已提现
14582,DD201708167493250202504759423,E43A6E078A04134,10.0,10.0,30g无穷农场盐_鸡蛋,2017/6/10 1:15,B,已出货未退款,已提现
14593,DD20170401125045158BA3FA06D92,E43A6E078A04134,3.0,3.0,统一绿茶,2017/6/10 3:41,B,已出货未退款,已提现
14595,DD201708167493250506318679406,E43A6E078A04134,0.0,0.0,250ml燕塘甜牛奶,2017/6/10 3:46,B,已出货未退款,已提现
14612,DD2017072423295678BABE26607D1,E43A6E078A04134,3.0,3.0,雪碧最新款,2017/6/10 7:33,B,已出货未退款,已提现
14618,DD201708167493251091343900695,E43A6E078A04134,3.5,3.5,250ml燕塘甜牛奶,2017/6/10 7:50,B,已出货未退款,已提现
14623,DD201708167493251245984254661,E43A6E078A04134,3.5,3.5,85g新麦潮手撕面包（提子味）,2017/6/10 7:58,B,已出货未退款,已提现
14636,DD201708167493251716976769329,E43A6E078A04134,3.0,3.0,250ml维他奶巧克力味,2017/6/10 9:14,B,已出货未退款,已提现
14641,DD2017040116360588634B2DFBBA1,E43A6E078A04134,3.5,3.5,东鹏特饮,2017/6/10 9:54,B,已出货未退款,已提现
14651,DD20170805231413736615863C1FF,E43A6E078A04134,4.0,4.0,王老吉（罐）,2017/6/10 11:39,B,已出货未退款,已提现
14653,DD2017080912180112759C2906262,E43A6E078A04134,1.0,1.0,小鱼仔,2017/6/10 11:40,B,已出货未退款,已提现
14658,DD201705171615429097B9CE55FB4,E43A6E078A04134,1.0,1.0,香豆干,2017/6/10 11:42,B,已出货未退款,已提现
14668,DD201708167493648392487545187,E43A6E078A04134,6.0,6.0,160g盼盼手撕面包,2017/6/10 12:08,B,已出货未退款,已提现
14670,DD201708167493566170986335992,E43A6E078A04134,4.0,4.0,85g新麦潮北海道吐司,2017/6/10 12:28,B,已出货未退款,已提现
14674,DD201704011903143390B8B233F34,E43A6E078A04134,4.0,4.0,脉动,2017/6/10 12:48,B,已出货未退款,已提现
14680,DD201708167493253177033397136,E43A6E078A04134,5.5,5.5,430g泰奇八宝粥,2017/6/10 13:32,B,已出货未退款,已提现
14686,DD201708167493253238282000181,E43A6E078A04134,4.5,4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/6/10 13:43,B,已出货未退款,已提现
14690,DD2017040120445196392BCEAB832,E43A6E078A04134,4.0,4.0,脉动,2017/6/10 14:01,B,已出货未退款,已提现
14692,DD201708167493253337850741996,E43A6E078A04134,4.0,4.0,450ml美汁源果粒橙,2017/6/10 14:05,B,已出货未退款,已提现
14702,DD201708167493253859485417534,E43A6E078A04134,1.8,1.8,32g卫龙亲嘴烧,2017/6/10 14:43,B,已出货未退款,已提现
14708,DD20170816749359774280266339,E43A6E078A04134,5.0,5.0,85g统一老坛酸菜牛肉面,2017/6/10 14:52,B,已出货未退款,已提现
14716,DD201708167493565682174544129,E43A6E078A04134,2.8,2.8,250ml维他原味豆奶,2017/6/10 15:03,B,已出货未退款,已提现
14723,DD2017052503542767FB9FE722FB4,E43A6E078A04134,3.5,3.5,印尼芝士威化饼干,2017/6/10 15:31,B,已出货未退款,已提现
14728,DD201708167493565249537410759,E43A6E078A04134,8.0,8.0,68g多力多玉米片爆香热辣味,2017/6/10 15:39,B,已出货未退款,已提现
14733,DD2017051920050466E0B2E58CC22,E43A6E078A04134,4.0,4.0,王老吉（500ml）,2017/6/10 15:42,B,已出货未退款,已提现
14745,DD2017080912061211431791CEE76,E43A6E078A04134,3.0,3.0,怡宝纯净水,2017/6/10 15:55,B,已出货未退款,已提现
14766,DD2017052503294067F1E347D9E68,E43A6E078A04134,2.5,2.5,可口可乐330ml,2017/6/10 16:28,B,已出货未退款,已提现
14771,DD201708167493541697917290382,E43A6E078A04134,12.0,12.0,150g健能酸奶原味,2017/6/10 16:34,B,已出货未退款,已提现
14779,DD2017040301523071E0F671D0A03,E43A6E078A04134,1.5,1.5,香豆干,2017/6/10 17:01,B,已出货未退款,已提现
14785,DD201708167493255292543225146,E43A6E078A04134,3.0,3.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/6/10 17:16,B,已出货未退款,已提现
14795,DD201708167493647145704918605,E43A6E078A04134,7.5,7.5,30g无穷农场盐_鸡蛋,2017/6/10 17:50,B,已出货未退款,已提现
14796,DD20170809120046503AC4A9FD57C,E43A6E078A04134,5.0,5.0,营养快线,2017/6/10 18:04,B,已出货未退款,已提现
14801,DD201708167493565039161444363,E43A6E078A04134,2.5,2.5,145ml旺仔牛奶盒装,2017/6/10 18:17,B,已出货未退款,已提现
14824,DD201708167493256544786295431,E43A6E078A04134,3.5,3.5,250ml燕塘红枣牛奶,2017/6/10 20:23,B,已出货未退款,已提现
14827,DD201708167493506939405718725,E43A6E078A04134,4.0,4.0,50g上好佳田园薯片番茄味,2017/6/10 21:06,B,已出货未退款,已提现
14834,DD201708167493646598686037042,E43A6E078A04134,5.0,5.0,500ml农夫果园 (芒果+菠萝+番石榴),2017/6/10 22:00,B,已出货未退款,已提现
14846,DD2017040315554698EC00AF2DC2A,E43A6E078A04134,4.0,4.0,营养快线,2017/6/11 0:00,B,已出货未退款,已提现
14849,DD20170403174929896FC9A03865F,E43A6E078A04134,2.5,2.5,维他奶,2017/6/11 0:15,B,已出货未退款,已提现
14855,DD20170403192258119E1B7B809E2,E43A6E078A04134,3.0,3.0,印尼芝士威化饼干,2017/6/11 0:34,B,已出货未退款,已提现
14865,DD201708167493258197283987147,E43A6E078A04134,3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/6/11 2:59,B,已出货未退款,已提现
14868,DD201708167493258357496765519,E43A6E078A04134,5.5,5.5,205g伊利安慕希原味,2017/6/11 3:36,B,已出货未退款,已提现
14876,DD201708167493258631658605163,E43A6E078A04134,4.0,4.0,500ml统一阿萨姆奶茶,2017/6/11 7:43,B,已出货未退款,已提现
14884,DD201708167493258781001285841,E43A6E078A04134,3.0,3.0,250ml维他原味豆奶,2017/6/11 8:17,B,已出货未退款,已提现
14895,DD201704032024462680B9904BAA7,E43A6E078A04134,3.0,3.0,维他奶,2017/6/11 9:19,B,已出货未退款,已提现
14898,DD201708167493259291989758785,E43A6E078A04134,3.5,3.5,50g上好佳田园薯片番茄味,2017/6/11 9:36,B,已出货未退款,已提现
14908,DD201708167493259893912973867,E43A6E078A04134,5.0,5.0,13g无穷烤鸡小腿蜂蜜味,2017/6/11 10:24,B,已出货未退款,已提现
14915,DD201708167493260483931701815,E43A6E078A04134,3.5,3.5,85g新麦潮手撕面包（提子味）,2017/6/11 11:41,B,已出货未退款,已提现
14920,DD201708167493260782085462831,E43A6E078A04134,4.5,4.5,250ml燕塘甜牛奶,2017/6/11 12:01,B,已出货未退款,已提现
14926,DD201708167493899175424539153,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017/6/11 12:14,B,已出货未退款,已提现
14927,DD2017040400421523102B3FB2633,E43A6E078A04134,2.5,2.5,百事可乐330ml,2017/6/11 12:14,B,已出货未退款,已提现
14933,DD201708167493261042996833397,E43A6E078A04134,9.0,9.0,50g马赛克手撕鱿鱼条,2017/6/11 12:19,B,已出货未退款,已提现
14936,DD201704040044051029B4F7C9D4A,E43A6E078A04134,2.5,2.5,伊利优酸乳,2017/6/11 12:28,B,已出货未退款,已提现
14940,DD201708167493261253300715547,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017/6/11 12:47,B,已出货未退款,已提现
14941,DD20170816749326130456342925,E43A6E078A04134,5.0,5.0,85g统一老坛酸菜牛肉面,2017/6/11 12:55,B,已出货未退款,已提现
14943,DD2017040403044323B1D6CCB07E5,E43A6E078A04134,1.0,1.0,好吃点小饼干,2017/6/11 12:56,B,已出货未退款,已提现
14945,DD201708167493261732290544502,E43A6E078A04134,2.8,2.8,250ml维他奶巧克力味,2017/6/11 13:12,B,已出货未退款,已提现
14949,DD2017040404353028D699F8B4B51,E43A6E078A04134,4.0,4.0,营养快线,2017/6/11 13:31,B,已出货未退款,已提现
14950,DD201708167493262089875748836,E43A6E078A04134,2.0,2.0,5片装益达绿箭口香糖,2017/6/11 13:40,B,已出货未退款,已提现
14962,DD201708167493262511618405329,E43A6E078A04134,4.5,4.5,55g奥利奥原味夹心饼干,2017/6/11 14:17,B,已出货未退款,已提现
14963,DD201708167493395686427517166,E43A6E078A04134,2.0,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/6/11 14:18,B,已出货未退款,已提现
14964,DD20170404121337186E900CE7FCF,E43A6E078A04134,3.0,3.0,统一冰红茶,2017/6/11 14:18,B,已出货未退款,已提现
14971,DD201708167493262741469857341,E43A6E078A04134,4.5,4.5,250ml燕塘红枣牛奶,2017/6/11 14:31,B,已出货未退款,已提现
14974,DD201708167493262743943002849,E43A6E078A04134,6.5,6.5,148g富甲一方紫薯仔,2017/6/11 14:47,B,已出货未退款,已提现
14991,DD201708167493263066826951302,E43A6E078A04134,5.5,5.5,268ml雀巢咖啡丝滑拿铁,2017/6/11 15:53,B,已出货未退款,已提现
14993,DD2017040421060777FA527435FD1,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/6/11 16:07,B,已出货未退款,已提现
14999,DD201708167493597467808565149,E43A6E078A04134,0.0,0.0,12g劲仔小鱼麻辣味,2017/6/11 16:24,B,已出货未退款,已提现
15011,DD201708167493646527071776139,E43A6E078A04134,5.0,5.0,110g顺宝九制话梅,2017/6/11 17:33,B,已出货未退款,已提现
15012,DD2017081674932637085759665,E43A6E078A04134,4.5,4.5,40g呀土豆番茄酱味,2017/6/11 17:36,B,已出货未退款,已提现
15017,DD201708167493263834762326883,E43A6E078A04134,1.5,1.5,12g劲仔小鱼麻辣味,2017/6/11 17:41,B,已出货未退款,已提现
15038,DD201708167493494584701312808,E43A6E078A04134,4.0,4.0,85g新麦潮北海道吐司,2017/6/11 18:10,B,已出货未退款,已提现
15039,DD201708167493506740464345449,E43A6E078A04134,4.5,4.5,250ml燕塘原味酸奶,2017/6/11 18:11,B,已出货未退款,已提现
15044,DD201708167493646333546038687,E43A6E078A04134,2.5,2.5,250ml维他奶巧克力味,2017/6/11 18:17,B,已出货未退款,已提现
15056,DD201708167493264721462581638,E43A6E078A04134,3.5,3.5,85g新麦潮手撕面包（提子味）,2017/6/11 18:58,B,已出货未退款,已提现
15062,DD2017040519512553F812A0C22C4,E43A6E078A04134,4.5,4.5,椰树牌椰汁,2017/6/11 19:44,B,已出货未退款,已提现
15067,DD201708167493265133819372306,E43A6E078A04134,7.0,7.0,130g果王玉带蚕豆,2017/6/11 20:13,B,已出货未退款,已提现
15070,DD201708167493265250765557535,E43A6E078A04134,4.0,4.0,55g奥利奥原味芝士饼干,2017/6/11 20:23,B,已出货未退款,已提现
15072,DD201708052249329862A6810E4F7,E43A6E078A04134,4.0,4.0,王老吉（罐）,2017/6/11 20:33,B,已出货未退款,已提现
15079,DD201708167493265497476145617,E43A6E078A04134,4.0,4.0,50g上好佳田园薯片番茄味,2017/6/11 20:45,B,已出货未退款,已提现
15088,DD201708167493265557951395431,E43A6E078A04134,5.0,5.0,85g统一老坛酸菜牛肉面,2017/6/11 21:15,B,已出货未退款,已提现
15095,DD201708167493265987269978816,E43A6E078A04134,6.5,6.5,70g乐事薯片黄瓜味,2017/6/11 21:52,B,已出货未退款,已提现
15102,DD2017080419071397F472CB77228,E43A6E078A04134,4.5,4.5,脉动,2017/6/11 22:30,B,已出货未退款,已提现
15110,DD2017040623165528386993BE245,E43A6E078A04134,3.0,3.0,卫龙大面筋,2017/6/11 22:43,B,已出货未退款,已提现
15112,DD201708167493266373836335652,E43A6E078A04134,4.0,4.0,450ml美汁源果粒橙,2017/6/11 22:44,B,已出货未退款,已提现
15127,DD201708167493266720280233398,E43A6E078A04134,5.5,5.5,330ml伊利畅意乳酸菌原味,2017/6/11 23:40,B,已出货未退款,已提现
15131,DD2017040718144788207F1C1D194,E43A6E078A04134,4.0,4.0,脉动,2017/6/12 0:09,B,已出货未退款,已提现
